ID,RECORD_ID,DATE_STATION_LINK,DATE,YEAR,MONTH,TIME_24H,STATION_ID,DEPTH_M,CLASS,DISSOLVED_OXYGEN_MG_L,TEMPERATURE_C,SALINITY_PSU,CHLA_UG_L,SECCHI_DEPTH_F,PH,BOD5_MG_L,TSS_MG_L,AMMONIA-AMMONIUM_MG_L,NITRITE_NITRATE_MG_L,PARTICULATE_N_MG_L,ORTHOPHOSPHATE_MG_L,TOTAL_DISSOLVED_ N_MG_L,TOTAL_DISSOLVED_P_MG_L,PARTICULATE_P_MG_L,DOC_MG_L,PARTICULATE_C_MG_L,DISSOLVED_SILICA_MG_L,BIOGENIC_SILICA_MG_L,SAMPLING SURVEY RUN,INVESTIGATION,STATION_ID_B,LISS_STUDY_AREA,CLOUD_COVER,SEA_STATE,FIELD_NOTES,WEATHER,PREV_24_H_RAIN,PREV_48_H_RAIN,TIDE_TIME_NR,TIDE_RANGE_FT_NR,TIDE_TYPE_NR,TIDE_TIME_KP,TIDE_RANGE_FT_KP,TIDE_TYPE_KP,EDIT NOTES,,,
25282,H-A3_3/1/2022_9:09_0.5,3/1/2022_H-A3,3/1/2022,2022,March,9:09,H-A3,0.5,Surface,11.77,2.468,26.52,1.974,10.5,8.16,< 3,1.00,< 0.009,0.0017,0.0521,0.0318,0.18,0.0523,0.0087,1.94,0.2970,0.201,0.204,1-Mar,18304,H-A3_S,Westchester Shoreline,100,1 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,BOD < MDL and RL; TSS estimated (residual < 2.5mg); Duplicate values for TSS differ by > 5% (difference was 7%); NH3 < MDL; NO23 < RL; PN < RL,,,
25283,H-B_3/1/2022_9:16_14.7,3/1/2022_H-B,3/1/2022,2022,March,9:16,H-B,14.7,Bottom,11.71,2.694,26.79,ND,8.0,8.14,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,H-B_B,Westchester Shoreline,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25284,H-B_3/1/2022_9:17_7.7,3/1/2022_H-B,3/1/2022,2022,March,9:17,H-B,7.7,Middle,11.74,2.658,26.77,ND,8.0,8.14,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,H-B_M,Westchester Shoreline,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25285,H-B_3/1/2022_9:18_0.3,3/1/2022_H-B,3/1/2022,2022,March,9:18,H-B,0.3,Surface,11.79,2.515,26.40,2.070,8.0,8.17,ND,1.42,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,H-B_S,Westchester Shoreline,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,TSS estimated (residual < 2.5mg),,,
25286,B1S_3/1/2022_9:27_16.1,3/1/2022_B1S,3/1/2022,2022,March,9:27,B1S,16.1,Bottom,11.75,2.460,26.87,ND,8.0,8.15,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,B1S_B,Mid-LIS Waters,100,3-4 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25287,B1S_3/1/2022_9:28_8.3,3/1/2022_B1S,3/1/2022,2022,March,9:28,B1S,8.3,Middle,11.79,2.455,26.87,ND,8.0,8.14,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,B1S_M,Mid-LIS Waters,100,3-4 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25288,B1S_3/1/2022_9:29_0.5,3/1/2022_B1S,3/1/2022,2022,March,9:29,B1S,0.5,Surface,11.85,2.397,26.69,2.043,8.0,8.16, < 3,1.18,< 0.009,0.0057,0.0561,0.0289,0.17,0.0484,0.0066,1.75,0.3370,0.218,0.155,1-Mar,18304,B1S_S,Mid-LIS Waters,100,3-4 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,BOD < MDL and RL; TSS estimated (residual < 2.5mg); NH3 < MDL; PN < RL,,,
25289,B2_3/1/2022_9:33_19.5,3/1/2022_B2,3/1/2022,2022,March,9:33,B2,19.5,Bottom,11.81,2.571,26.95,ND,10.0,8.15,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,B2_B,Mid-LIS Waters,100,3-4 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25290,B2_3/1/2022_9:35_10.0,3/1/2022_B2,3/1/2022,2022,March,9:35,B2,10.0,Middle,11.87,2.561,26.95,ND,10.0,8.14,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,B2_M,Mid-LIS Waters,100,3-4 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25291,B2_3/1/2022_9:36_0.5,3/1/2022_B2,3/1/2022,2022,March,9:36,B2,0.5,Surface,11.87,2.401,26.48,1.962,10.0,8.17,ND,1.70,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,B2_S,Mid-LIS Waters,100,3-4 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,TSS estimated (residual < 2.5mg),,,
25292,B3M_3/1/2022_9:42_19.3,3/1/2022_B3M,3/1/2022,2022,March,9:42,B3M,19.3,Bottom,11.84,2.681,26.97,ND,9.0,8.15,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,B3M_B,Mid-LIS Waters,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25293,B3M_3/1/2022_9:42_9.9,3/1/2022_B3M,3/1/2022,2022,March,9:42,B3M,9.9,Middle,11.90,2.677,26.95,ND,9.0,8.15,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,B3M_M,Mid-LIS Waters,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25294,B3M_3/1/2022_9:43_0.5,3/1/2022_B3M,3/1/2022,2022,March,9:43,B3M,0.5,Surface,11.90,2.574,26.31,2.855,9.0,8.19,< 3,1.32,< 0.009,0.0024,0.0722,0.0427,0.28,0.0852,0.0076,2.00,0.3950,0.121,0.184,1-Mar,18304,B3M_S,Mid-LIS Waters,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,BOD < MDL and RL; TSS estimated (residual < 2.5mg); NH3 < MDL & RL; NO23 < RL; PN < RL,,,
25295,B4_3/1/2022_9:47_8.6,3/1/2022_B4,3/1/2022,2022,March,9:47,B4,8.6,Bottom,11.78,2.591,26.84,ND,8.0,8.17,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,B4_B,Mid-LIS Waters,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25296,B4_3/1/2022_9:48_4.5,3/1/2022_B4,3/1/2022,2022,March,9:48,B4,4.5,Middle,11.81,2.595,26.82,ND,8.0,8.16,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,B4_M,Mid-LIS Waters,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25297,B4_3/1/2022_9:48_0.5,3/1/2022_B4,3/1/2022,2022,March,9:48,B4,0.5,Surface,11.92,2.553,26.22,3.890,8.0,8.20,ND,1.46,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,B4_S,Mid-LIS Waters,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,TSS estimated (residual < 2.5mg),,,
25298,H-D_3/1/2022_10:00_5.6,3/1/2022_H-D,3/1/2022,2022,March,10:00,H-D,5.6,Bottom,11.81,2.772,26.12,ND,5.0,8.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,H-D_B,Hempstead Harbor,100,1 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25299,H-D_3/1/2022_10:00_3.0,3/1/2022_H-D,3/1/2022,2022,March,10:00,H-D,3.0,Middle,11.84,2.765,26.09,ND,5.0,8.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,H-D_M,Hempstead Harbor,100,1 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25300,H-D_3/1/2022_10:01_0.4,3/1/2022_H-D,3/1/2022,2022,March,10:01,H-D,0.4,Surface,12.17,2.783,25.03,10.267,5.0,8.17,< 3,4.44,< 0.009,0.0767,0.2160,0.0240,0.29,0.0546,0.0249,2.12,1.1400,0.522,0.101,1-Mar,18304,H-D_S,Hempstead Harbor,100,1 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,BOD < MDL and RL; TSS estimated (residual < 2.5mg); NH3 < MDL & RL,,,
25301,H-C_3/1/2022_10:07_10.0,3/1/2022_H-C,3/1/2022,2022,March,10:07,H-C,10.0,Bottom,11.66,2.692,26.36,ND,6.0,8.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,H-C_B,Hempstead Harbor,100,1 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25302,H-C_3/1/2022_10:08_5.1,3/1/2022_H-C,3/1/2022,2022,March,10:08,H-C,5.1,Middle,11.80,2.669,26.25,ND,6.0,8.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,H-C_M,Hempstead Harbor,100,1 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25303,H-C_3/1/2022_10:09_0.5,3/1/2022_H-C,3/1/2022,2022,March,10:09,H-C,0.5,Surface,11.97,2.629,26.09,4.027,6.0,8.21,ND,2.10,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,H-C_S,Hempstead Harbor,100,1 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,TSS estimated (residual < 2.5mg),,,
25304,H-C1_3/1/2022_10:15_12.5,3/1/2022_H-C1,3/1/2022,2022,March,10:15,H-C1,12.5,Bottom,11.61,2.588,26.80,ND,8.0,8.16,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,H-C1_B,Mid-LIS Waters,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25305,H-C1_3/1/2022_10:16_6.5,3/1/2022_H-C1,3/1/2022,2022,March,10:16,H-C1,6.5,Middle,11.76,2.656,26.66,ND,8.0,8.18,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,H-C1_M,Mid-LIS Waters,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25306,H-C1_3/1/2022_10:17_0.5,3/1/2022_H-C1,3/1/2022,2022,March,10:17,H-C1,0.5,Surface,11.91,2.484,26.20,2.967,8.0,8.21,ND,3.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,H-C1_S,Mid-LIS Waters,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,TSS estimated (residual < 2.5mg),,,
25307,A5_3/1/2022_10:22_13.1,3/1/2022_A5,3/1/2022,2022,March,10:22,A5,13.1,Bottom,11.68,2.644,26.83,ND,10.0,8.16,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,A5_B,Mid-LIS Waters,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25308,A5_3/1/2022_10:22_6.6,3/1/2022_A5,3/1/2022,2022,March,10:22,A5,6.6,Middle,11.79,2.543,26.43,ND,10.0,8.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,A5_M,Mid-LIS Waters,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25309,A5_3/1/2022_10:23_0.5,3/1/2022_A5,3/1/2022,2022,March,10:23,A5,0.5,Surface,11.83,2.502,26.32,2.700,10.0,8.20,< 3,1.26,< 0.009,0.0026,0.0686,0.0306,0.18,0.0498,0.0081,1.92,0.3510,0.118,0.198,1-Mar,18304,A5_S,Mid-LIS Waters,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,BOD < MDL and RL; TSS estimated (residual < 2.5mg); NH3 < MDL & RL; NO23 < RL; PN < RL,,,
25310,A4_3/1/2022_10:32_31.5,3/1/2022_A4,3/1/2022,2022,March,10:32,A4,31.5,Bottom,11.55,2.670,26.60,ND,8.0,8.19,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,A4_B,Mid-LIS Waters,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25311,A4_3/1/2022_10:33_15.8,3/1/2022_A4,3/1/2022,2022,March,10:33,A4,15.8,Middle,11.65,2.651,26.46,ND,8.0,8.19,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,A4_M,Mid-LIS Waters,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25312,A4_3/1/2022_10:34_0.5,3/1/2022_A4,3/1/2022,2022,March,10:34,A4,0.5,Surface,11.86,2.612,26.23,3.719,8.0,8.21,< 3,2.38,< 0.009,0.0019,0.0850,0.0306,0.20,0.0554,0.0099,2.11,0.4790,0.137,0.190,1-Mar,18304,A4_S,Mid-LIS Waters,100,1-2 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,BOD < MDL and RL; TSS estimated (residual < 2.5mg); NH3 < MDL & RL; NO23 < RL,,,
25313,Dup E-12_3/1/2022_8:41_3.5,3/1/2022_Dup E-12,3/1/2022,2022,March,8:41,Dup E-12,3.5,Bottom,12.03,2.590,25.69,ND,6.0,8.18,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,Dup E-12_B,Eastchester Bay,100,1 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25314,Dup E-12_3/1/2022_8:42_2.0,3/1/2022_Dup E-12,3/1/2022,2022,March,8:42,Dup E-12,2.0,Middle,12.10,2.571,25.60,ND,6.0,8.19,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,Dup E-12_M,Eastchester Bay,100,1 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25315,Dup E-12_3/1/2022_8:42_0.5,3/1/2022_Dup E-12,3/1/2022,2022,March,8:42,Dup E-12,0.5,Surface,12.14,2.563,25.59,7.513,6.0,8.19,< 3,12.09,< 0.009,0.0077,0.1570,0.0283,0.22,0.0556,0.0219,1.91,0.8470,0.114,0.276,1-Mar,18304,Dup E-12_S,Eastchester Bay,100,1 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,"BOD < MDL and RL; Duplicate value for Diss. Silica differs by more than 10%, difference was 19%; Duplicate values for TSS differ by > 5% (difference was 7%); NH3 < MDL",,,
25316,Dup H-A3_3/1/2022_9:09_10.1,3/1/2022_Dup H-A3,3/1/2022,2022,March,9:09,Dup H-A3,10.1,Bottom,11.70,2.561,26.75,ND,10.5,8.13,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,Dup H-A3_B,Westchester Shoreline,100,1 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25317,Dup H-A3_3/1/2022_9:10_5.3,3/1/2022_Dup H-A3,3/1/2022,2022,March,9:10,Dup H-A3,5.3,Middle,11.73,2.561,26.74,ND,10.5,8.13,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,Dup H-A3_M,Westchester Shoreline,100,1 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,,,,
25318,Dup H-A3_3/1/2022_9:10_0.6,3/1/2022_Dup H-A3,3/1/2022,2022,March,9:10,Dup H-A3,0.6,Surface,11.78,2.478,26.52,1.779,10.5,8.15,ND,1.16,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1-Mar,18304,Dup H-A3_S,Westchester Shoreline,100,1 ft,ND,"Overcast, 5-14mph wind, 33°F wind chill, 39°F air temp",0.00,0.00,10:09,8.38,High,10:25,8.30,High,TSS estimated (residual < 2.5mg); Duplicate values for TSS differ by > 5% (difference was 7%),,,
25319,9-413_4/13/2022_6:20_1.5,4/13/2022_9-413,4/13/2022,2022,April,6:20,9-413,1.5,Bottom,11.65,11.700,24.06,ND,3.5,2.83,7.76,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,9-413_B,Manhasset Bay,60,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,,,
25320,9-413_4/13/2022_6:20_0.5,4/13/2022_9-413,4/13/2022,2022,April,6:20,9-413,0.5,Surface,11.93,12.100,23.97,24.72,3.5,2.51,7.78,ND,35.02,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,9-413_S,Manhasset Bay,60,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,,,
25321,9-412_4/13/2022_6:25_3.8,4/13/2022_9-412,4/13/2022,2022,April,6:25,9-412,3.8,Bottom,10.59,8.490,24.70,ND,5.0,3.76,7.78,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,9-412_B,Manhasset Bay,60,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,,,
25322,9-412_4/13/2022_6:27_2.2,4/13/2022_9-412,4/13/2022,2022,April,6:27,9-412,2.2,Middle,11.58,9.829,23.83,ND,5.0,1.69,7.90,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,9-412_M,Manhasset Bay,60,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,,,
25323,9-412_4/13/2022_6:27_0.5,4/13/2022_9-412,4/13/2022,2022,April,6:27,9-412,0.5,Surface,11.32,10.008,23.73,12.13,5.0,1.47,7.89,< 3,8.04,0.039,0.1420,0.1967,0.0726,0.41,0.1008,0.0245,2.29,1.1400,0.736,0.475,13-Apr,18309,9-412_S,Manhasset Bay,60,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,BOD < MDL and RL,,
25324,9-409_4/13/2022_6:30_4.3,4/13/2022_9-409,4/13/2022,2022,April,6:30,9-409,4.3,Bottom,9.82,7.717,24.95,ND,4.5,2.91,7.84,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,9-409_B,Manhasset Bay,75,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,,,
25325,9-409_4/13/2022_6:31_2.4,4/13/2022_9-409,4/13/2022,2022,April,6:31,9-409,2.4,Middle,11.16,9.190,24.10,ND,4.5,2.23,7.96,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,9-409_M,Manhasset Bay,75,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,,,
25326,9-409_4/13/2022_6:31_0.5,4/13/2022_9-409,4/13/2022,2022,April,6:31,9-409,0.5,Surface,11.30,9.978,23.85,13.20,4.5,1.79,7.95,ND,4.79,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,9-409_S,Manhasset Bay,75,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,TSS estimated (residual < 2.5mg),,
25327,A3_4/13/2022_6:39_20.1,4/13/2022_A3,4/13/2022,2022,April,6:39,A3,20.1,Bottom,9.64,6.496,26.10,ND,6.5,1.96,7.90,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,A3_B,Mid-LIS Waters,90,1 ft,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,,,
25328,A3_4/13/2022_6:40_10.3,4/13/2022_A3,4/13/2022,2022,April,6:40,A3,10.3,Middle,9.71,6.538,26.05,ND,6.5,1.61,7.90,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,A3_M,Mid-LIS Waters,90,1 ft,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,,,
25329,A3_4/13/2022_6:41_0.5,4/13/2022_A3,4/13/2022,2022,April,6:41,A3,0.5,Surface,9.86,7.763,23.00,2.49,6.5,1.56,7.85,ND,3.16,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,A3_S,Mid-LIS Waters,90,1 ft,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,TSS estimated (residual < 2.5mg),,
25330,8-405_4/13/2022_6:49_3.1,4/13/2022_8-405,4/13/2022,2022,April,6:49,8-405,3.1,Bottom,9.66,7.643,23.88,ND,6.0,1.94,7.88,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,8-405_B,Little Neck Bay,95,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,,,
25331,8-405_4/13/2022_6:50_1.8,4/13/2022_8-405,4/13/2022,2022,April,6:50,8-405,1.8,Middle,9.85,8.066,22.72,ND,6.0,3.39,7.87,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,8-405_M,Little Neck Bay,95,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,,,
25332,8-405_4/13/2022_6:51_0.5,4/13/2022_8-405,4/13/2022,2022,April,6:51,8-405,0.5,Surface,10.00,8.519,22.28,3.59,6.0,1.96,7.87,ND,10.24,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,8-405_S,Little Neck Bay,95,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,,,
25333,8-403_4/13/2022_6:54_2.5,4/13/2022_8-403,4/13/2022,2022,April,6:54,8-403,2.5,Bottom,9.91,8.533,22.39,ND,5.5,2.65,7.86,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,8-403_B,Little Neck Bay,80,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,,,
25334,8-403_4/13/2022_6:54_1.5,4/13/2022_8-403,4/13/2022,2022,April,6:54,8-403,1.5,Middle,10.10,9.298,22.13,ND,5.5,2.09,7.87,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,8-403_M,Little Neck Bay,80,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,,,
25335,8-403_4/13/2022_6:55_0.5,4/13/2022_8-403,4/13/2022,2022,April,6:55,8-403,0.5,Surface,10.19,9.732,22.09,5.25,5.5,2.13,7.87,< 3,3.68,0.106,0.1980,0.1195,0.0719,0.48,0.0911,0.0153,2.22,0.6020,1.55,0.456,13-Apr,18309,8-403_S,Little Neck Bay,80,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,BOD < MDL and RL; TSS estimated (residual < 2.5mg),,
25336,A2M_4/13/2022_7:03_21.3,4/13/2022_A2M,4/13/2022,2022,April,7:03,A2M,21.3,Bottom,9.62,6.813,25.38,ND,6.5,3.10,7.93,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,A2M_B,Upper East River,95,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,,,
25337,A2M_4/13/2022_7:04_13.2,4/13/2022_A2M,4/13/2022,2022,April,7:04,A2M,13.2,Middle,9.63,7.069,24.55,ND,6.5,2.85,7.91,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,13-Apr,18309,A2M_M,Upper East River,95,Ripples,ND,"Mostly cloudy, 52°F air temp, 7 mph wind",0.04,0.04,3:34,0.68,Low,3:52,0.74,Low,,,
